Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,MinSalary,MaxSalary,AvgSalary,Python,SQL,Power BI,Tableau,Remote,Work_Mode,Remote_Label
Data Analyst,$40K-$72K (Glassdoor est.),"title data analyst location tampa, fl job type minimum 6 month contract about csi tech csi tech is a different kind of it talent company. we do our homework to match the right people, with the right skills, to every client challenge. whether you're an organization with an immediate it staffing need or an it professional searching for the ideal opportunity, csi tech is the solution you've been looking for. we do it talent right. we are seeking a sr. data analyst who meets the below qualifications required experience must have experience with sas and sql must be able to pull data, run queries, modify queries andor basic sql skills must be highly analytical must have experience analyzing complex data sets must be able to work in a fast-paced environment work experience healthcare experience is required (preferably on the payor side) expenses reimbursement, according to your contract consultant care program position summary primary point of contact for interface between data users and is teams. reviews programming requests and work with business users and technical staff to identify, gather, analyze, and document data requirements. conduct analysis of business and user data needs, documenting requirements, create source to target mappings and revising existing logic, as necessary. perform analysis of data needs for users and cross reference to data sources in it systems. responsible for the analysis, design, development, testing, and documentation of information management systems. drives defining and maintaining development standards and development best practices. technicalfunctional competencies database used is oracle and sql",3.0,"CSI Tech Inc.
3.0","Jacksonville, FL","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
Data Reporting Analyst,$40K-$72K (Glassdoor est.),"description responsibilities include analyze and query multiple, databases and systems to produce reports and databases. design andor develop specific databases for collection, tracking, and reporting of departmental data. responsible for collecting, analyzing, interpreting, and summarizing data in preparation for generation of statistical and analytical reports. recognize, investigate, and resolve data discrepancies and anomalies. actively seek and recommend improvement to the data update process and documentation. perform checks and audit of various data sources to ensure data is accurate and complete. using software tools for data analysis, including sql and excel, andor other software, analyze raw data, draw conclusions and provide recommendations. collect, compile and analyze data to measure and report on program performance. provide reports of analyses to decision makers. preferred qualifications must demonstrate experience with database design, reporting tools, and project management and familiarity with health care information system industry. in-depth knowledge of large datasets, sql in-depth knowledge of etlinteroperability processes and workflows excellent technical writing and communication skills ability to plan, organize and coordinate work assignments ability to work effectively and independently requirements sql queries, relational database, ms excel, database table robert half technology matches it professionals with some of the best companies on a temporary, project or full-time basis. from roles in software and applications to it infrastructure and operations, we provide you unparalleled access to exciting career opportunities. our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities - fast. by working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets. from philanthropy to environmental stewardship to employee programs, robert half is proud to have an active role in the communities in which we live and work. our company has appeared on fortune's ""most admired companies"" list every year since 1998. download our mobile app to take your job search on the go! contact your local robert half technology office at 888.490.4429 or visit www.roberthalf.comjobstechnology to apply for this job now or find out more about other job opportunities. all applicants applying for u.s. job openings must be authorized to work in the united states. all applicants applying for canadian job openings must be authorized to work in canada. 2020 robert half technology. an equal opportunity employer mfdisabilityveterans. by clicking 'apply now' you are agreeing to robert half terms of use httpswww.roberthalf.comterms-of-use .",3.5,"Robert Half
3.5","Jacksonville, FL","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
USGAAP Financial and Reference Data Control Analyst Analyst,$40K-$72K (Glassdoor est.),"job description:

job title:
usgaap financial and reference data control analyst

corporate title:
analyst

location:
jacksonville, fl

overview

the usgaap financial and reference data control analyst role coordinates and assists with recurring outputs and reports. you will assist the financial reporting analysts, specialists, and leads in the timely delivery of reports, and edit as requested by managers in the group. the financial, regulatory and risk reporting support analyst organizes checks on reports and ensures consistency across all reporting in accordance with relevant accounting standards. you may partner with various stakeholders in the bank to collect the necessary information for reporting. this role is needed to support financial and regulatory reporting from usgaap standpoint.

what we offer you:
we offer competitive health and wellness benefits, empowering you to value life in and out of the office
on-site gym, cafeteria, health center, and communal meeting areas
active engagement with the local community through deutsche banks specialized employee groups
an open seating environment that encourages networking and collaboration across functions and businesses
hear from our people and look inside our office: db@the muse

your key responsibilities:
prepare and maintain the banks usgaap consolidation tool (regional consolidation system - rcs) for financial regulatory as well as internal reporting requirements. this involves remediating data quality issues, system enhancements, testing scenario analysis capabilities and establishing sound control framework around usgaap consolidation processes
coordinate efforts between various relevant stakeholders such as legal vehicle controllers, quality assurance coordinators, global technology, finance directors, etc. to resolve consolidation breaks/issues
maintain oversight of usgaap related chart of account and facilitate changes by performing impact analysis on various reporting parameters. engage appropriate stakeholders from reporting standpoint to review and approve relevant changes
oversee and maintain various referential data touch points in multiple reporting systems to ensure timely and accurate reporting, and drive process improvements and track projects to streamline complex tasks performed by the team
perform deep dive analysis to identify and eliminate redundancies in existing processes to create capacity which can be utilized elsewhere
create and/or maintain key operating procedures for all functions performed by the usgaap local control team
your skills and experience:
bachelors degree and relevant accounting and/or finance industry experience or internship experience
you will be expected to be able to work independently with multiple deadlines and have the ability to focus and prioritize in a high pressure environment
strong analytical skills, detail-oriented, service commitment, and solid organizational and interpersonal skills
ability to manage and deliver on senior management expectations
excellent pc skills to include experience with ms word, excel, and powerpoint
our values define the working environment we strive to create - diverse, supportive and welcoming of different views. we embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. we build talented and diverse teams to drive business results and encourage our people to develop to their full potential. talk to us about flexible work arrangements and other initiatives we offer.

we promote good working relationships and encourage high standards of conduct and work performance. we welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

click here to find out more about our diversity and inclusion policy and initiatives.

we are an equal opportunity employer - veterans/disabled and other protected categories. click these links to view the following notices: eeo is the law poster and supplement; employee rights and responsibilities under the family and medical leave act; employee polygraph protection act and pay transparency nondiscrimination provision.",3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,40.0,72.0,56.0,0,0,0,0,0,On-Site,Non-Remote
Business/Data Analyst,$40K-$72K (Glassdoor est.),"software guidance assistance, inc., (sga), is searching for a businessdata analyst for a contract assignment with one of our premier healthcare clients in jacksonville, fl. responsibilities analyze business needs to determine technical requirements and identifies impacted areassystemsprocesses and evaluates alternative solutions design, develop, documents, test or support modification of computer programs andor systems research and assist in designs solutions for general maintenance requests to resolve system problems prepare detailed system requirements and assists in functional design solutions for new productsfunctionality and enhancements to existing productsfunctionality provide oversight and final review of design specification take the initiative to seek out areas of improvement assigned to highly complex projects, systems or initiatives provide input into forecasting and project-planning for scoperequirements documents andor vendor contracts to minimize risk to on-time, cost-effective solution fulfillment. lead a systematic process for capturing requirements. work with partners to capture requirements in a standard format that can serve as the foundation for developing technical documentation. using sdlc processes and associated tools, analyzes current system targeted for replacementenhancement to determine business and technical functions to be included in design. prepare crosswalks for transforming input data to output with application of rules work with developers and other it staff to determine system components and functional flow of components and data between components. validate the design documentation with the appropriate parties and receives approval on these documents. review final design documents to ensure that they clearly explain the work expectations. clarify design expectations. answer business and technical questions. research and involve appropriate parties to resolve more complex business and technical issues. continuously assess systems as business direction changes for impacts to existing designs. understand impacts and works as appropriate to determine best solution. provide consultative support for the systems within their product family partner with developers and other it staff to ensure the design fulfills business and technical requirements responsible for relationship management responsibilities for assigned vendors prepare technical documentation and deliverables including flow charts, models, and procedures, user guides, scorecards, and reporting. ensure adherence to practices, standards, policies, and procedures. develop test scenarios test cases, performs test executions for various system components. prepare complex test strategies to ensure comprehensive coverage of system components and interfaces provides sme level expertise and recommends test strategies and scenarios for junior level analysts. develop and document vetted contingency plans in case of risks or roadblocks responsible for consensus and relationship building between business, it teams and brms other duties as assigned strong knowledge of ms excel and ms visio required skills bachelor's degree in a computer, mathematics, or business-related field or relevant work experience 3-5 years' experience in an analytical role, preferably in a bsa or similar role. 3-5 years' experience working on reporting projects and building dashboards 3-5 years strong data mapping, crosswalk skills 3-5 years gathering and documenting business operational reporting requirements ability to write simple to complex sql queries experience in application development, testing, andor businesssystems analysis role various domain experience health care, financial, etc. experience using agile, waterfall, or hybrid methodology specific tools, languages and specialty skills may vary sga is a certified women's business enterprise (wbe) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. for consulting positions, we offer a variety of benefit options including but not limited to health dental insurance, paid vacation, timely payment via direct deposit. sga accepts transfers of h1 sponsorship for most contracting roles. we are unable to sponsor for right-to-hire, fulltime, or government roles. all parties authorized to work in the us are encouraged to apply for all roles. only those authorized to work for government entities will be considered for government roles. please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. sga is an eeo employer. we encourage veterans to apply. to view all of our available job postings andor to learn more about sga please visit us online at www.sgainc.com.",3.7,"Software Guidance & Assistance
3.7","Jacksonville, FL","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Hybrid,Non-Remote
Junior Data Analyst,$40K-$72K (Glassdoor est.),"job description
job description
interpret data, analyze results using statistical techniques and provide ongoing reports
develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
acquire data from primary or secondary data sources and maintain databases/data systems
identify, analyze, and interpret trends or patterns in complex data sets
filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
work with management to prioritize business and information needs
requirements
proven work experience as a data analyst or business data analyst
technical expertise regarding data models, database design development, data mining, and segmentation techniques
strong knowledge of and experience with reporting packages (business objects etc), databases (sql, etc), programming (xml, javascript, or etl frameworks)
knowledge of statistics and experience using statistical packages for analyzing datasets (excel, spss, sas, etc)
strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
adept at queries, report writing and presenting findings
master's in computer science or engineering management or project management or information systems/technology (preferred)
powered by jazzhr

qmteeflhy2",5.0,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
Business/Data Analyst,$40K-$72K (Glassdoor est.),"software guidance & assistance, inc., (sga), is searching for a business/data analyst for a contract assignment with one of our premier healthcare clients in jacksonville, fl.

responsibilities:
analyze business needs to determine technical requirements and identifies impacted areas/systems/processes and evaluates alternative solutions
design, develop, documents, test or support modification of computer programs and/or systems
research and assist in designs solutions for general maintenance requests to resolve system problems
prepare detailed system requirements and assists in functional design solutions for new products/functionality and enhancements to existing products/functionality
provide oversight and final review of design specification
take the initiative to seek out areas of improvement
assigned to highly complex projects, systems or initiatives
provide input into forecasting and project-planning for scope/requirements documents and/or vendor contracts to minimize risk to on-time, cost-effective solution fulfillment.
lead a systematic process for capturing requirements.
work with partners to capture requirements in a standard format that can serve as the foundation for developing technical documentation.
using sdlc processes and associated tools, analyzes current system targeted for replacement/enhancement to determine business and technical functions to be included in design.
prepare crosswalks for transforming input data to output with application of rules
work with developers and other it staff to determine system components and functional flow of components and data between components.
validate the design documentation with the appropriate parties and receives approval on these documents.
review final design documents to ensure that they clearly explain the work expectations.
clarify design expectations. answer business and technical questions. research and involve appropriate parties to resolve more complex business and technical issues.
continuously assess systems as business direction changes for impacts to existing designs. understand impacts and works as appropriate to determine best solution.
provide consultative support for the systems within their product family
partner with developers and other it staff to ensure the design fulfills business and technical requirements
responsible for relationship management responsibilities for assigned vendors
prepare technical documentation and deliverables including flow charts, models, and procedures, user guides, scorecards, and reporting.
ensure adherence to practices, standards, policies, and procedures.
develop test scenarios & test cases, performs test executions for various system components.
prepare complex test strategies to ensure comprehensive coverage of system components and interfaces; provides sme level expertise and recommends test strategies and scenarios for junior level analysts.
develop and document vetted contingency plans in case of risks or roadblocks
responsible for consensus and relationship building between business, it teams and brms
other duties as assigned
strong knowledge of ms excel and ms visio

required skills:
bachelor's degree in a computer, mathematics, or business-related field or relevant work experience
3-5 years' experience in an analytical role, preferably in a bsa or similar role.
3-5 years' experience working on reporting projects and building dashboards
3-5 years strong data mapping, crosswalk skills
3-5 years gathering and documenting business operational reporting requirements
ability to write simple to complex sql queries
experience in application development, testing, and/or business/systems analysis role
various domain experience; health care, financial, etc.
experience using agile, waterfall, or hybrid methodology
specific tools, languages and specialty skills may vary

sga is a certified women's business enterprise (wbe) celebrating over thirty years of service to our national client base for both permanent placement and consulting opportunities. for consulting positions, we offer a variety of benefit options including but not limited to health & dental insurance, paid vacation, timely payment via direct deposit. sga accepts transfers of h1 sponsorship for most contracting roles. we are unable to sponsor for right-to-hire, fulltime, or government roles. all parties authorized to work in the us are encouraged to apply for all roles. only those authorized to work for government entities will be considered for government roles. please inquire about our referral program if you would like to submit a candidate for any of our open or future job opportunities. sga is an eeo employer. we encourage veterans to apply. to view all of our available job postings and/or to learn more about sga please visit us online at www.sgainc.com.",-1.0,SGA Inc.,"Jacksonville, FL","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Hybrid,Non-Remote
Data Analyst,$40K-$72K (Glassdoor est.),"experience:5 years of sql server experience
experience with power bi, or similar reporting packages
verbal and written communication skills
experience managing data in various formats
adept at queries, report writing, and presenting findings
ability to collaborate effectively and work as part of a team
experiecne with data modeling and warehousing",3.5,"SNI Technology
3.5","Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,40.0,72.0,56.0,0,1,1,0,0,Unspecified,Non-Remote
"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",$40K-$72K (Glassdoor est.),"job description:db usa core corporation seeks an assistant vice president, anti financial crime data quality analyst in jacksonville, fl to support the afc t&r data team with the afc americas data governance implementation by assisting in the management of project dashboards, project plans, and communication to stakeholders of project status. requires a: bachelor's degree in business administration, finance, or related field, or equivalent and two (2) years of experience coordinating complex initiatives in the financial services industry within the area of afc compliance in corporate investment banking. prior experience must include two (2) years of experience assessing the efficiency and effectiveness of systems within global transaction banking; developing, implementing, maintaining and enhancing the anti-money laundering policies, procedures, systems and controls to ensure comprehensive customer identification, customer due diligence, and suspicious activity monitoring and reporting; identifying, analyzing, and evaluating quality issues of anti-money laundering systems; establishing kpis metrics and compiling management information reports to conduct data driven analysis and make recommendations; identifying insufficiencies of afc compliance controls in place, defining proper solutions and deliverables, and recommending changes and transparency to the complexity of internal controls; in executing duties, utilizing anti-money laundering systems and data and compliance intelligence tools including sharepoint, tableau, skype for business, and functions including pivot tables, macro, vlookup, count if, and match. #dniour values define the working environment we strive to create - diverse, supportive and welcoming of different views. we embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. we build talented and diverse teams to drive business results and encourage our people to develop to their full potential. talk to us about flexible work arrangements and other initiatives we offer.we promote good working relationships and encourage high standards of conduct and work performance. we welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.click here to find out more about our diversity and inclusion policy and initiatives.we are an equal opportunity employer - veterans/disabled and other protected categories. click these links to view the following notices: eeo is the law poster and supplement; employee rights and responsibilities under the family and medical leave act; employee polygraph protection act and pay transparency nondiscrimination provision.",3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,40.0,72.0,56.0,0,0,0,1,0,Unspecified,Non-Remote
Senior Data Analyst,$40K-$72K (Glassdoor est.),"job description
btg, in partnership with a top ranked insurance company in florida, has an immediate need for a senior data analyst - guidewire data hub in jacksonville, fl or birmingham, al.

requirements of the senior data analyst
expert in data mapping, modelling, lineage, governance and management
at least 7+ years of guidewire insurance suite knowledge (policy center, claim center, billing center)
at least 3+ years as a data analyst maintaining the data specifications document for the guidewire data hub / info center product at a large corporation
effective, clear and concise verbal and written communication skills
good organizational skills
business intelligence experience (business objects, cognos or other bi tool)
working knowledge of sql (tsql/pl sql)
working knowledge of etl
5+ of qa testing experience
working knowledge of dw/edw, data hubs/data lakes
education equivalent to a college degree in information technology or technical related discipline, or the equivalent in related work experience
7+ years of data analyst experience.
7+ years of guidewire property & casualty guidewire insurance industry
3+ years guidewire data hub / info center experience
occasional travel is required
preferred:
cognos experience
10+ years of data analyst experience.
at least 9+ years of guidewire insurance suite knowledge (policy center, claim center, billing center)
at least 5+ years as a data anayst maintaining the data specifications document for the guidewire data hub / info center product at a large corporation
advanced qa testing experience is a plus.
expert in sql (t-sql/pl sql)
expert in etl
expert in dw/edw, data hubs/data lakes
agile project experience
benefits of the senior data analyst
medical/ dental/ vision within the first month of being hired
annual bonus
company-matched 401k
tuition assistance
generous pto
discounts on home and auto insurance
responsibilities of the senior data analyst
you will be responsible for understanding business needs, assessing the impact of the change, and translating into technical specifications.
work with the technical project team to ensure those technical requirements are documented, understood and implemented all while supporting and communicating with the business through the implementation process.
you will be responsible for identifying business needs, assessing the impact of the change, working with the business to align the need to the base application functionality, documenting the requirements, and walking the business through the documentation to obtain approval.
you will work with the project team to ensure those requirements are delivered all while supporting and communicating with the business through the implementation process.
this position will also be responsible for project development testing. the experience bsa will document data mapping, lineage, modelling, management, governance and all other data aspects of the gw data hub and info center product platform.
may include helping with other business requirements for operational support efforts including the understanding and documentation of business needs and helping convert into technical specifications for operational reports and downstream data needs such as edw, gl and other financial applications
responsible for project development testing and data governance/management. this includes development of integrated test plans and test cases, execution of the tests, analysis and documentation of the results.
the analyst is involved throughout the entire development lifecycle (e.g., initial concept, requirement gathering, development support, testing, and final implementation and post production support).
occasional travel may be required
if you believe that your skills and experience are a match for this position, please submit your most current resume and a recruiter will be in contact. resumes can be submitted via email to ************* or by applying online at https://jobs.btginc.com. you may also give us a call at 904-998-9414 to speak to a recruiter.",3.9,"BTG
3.9","Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
Data Analyst,$40K-$72K (Glassdoor est.),"job description
job description

• interpret data, analyze results using statistical techniques and provide ongoing reports

• develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality

• acquire data from primary or secondary data sources and maintain databases/data systems

• identify, analyze, and interpret trends or patterns in complex data sets

• filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems

• work with management to prioritize business and information needs

• locate and define new process improvement opportunities

requirements

• proven work experience as a data analyst or business data analyst

• technical expertise regarding data models, database design development, data mining and segmentation techniques

• strong knowledge of and experience with reporting packages (business objects etc), databases (sql etc), programming (xml, javascript, or etl frameworks)

• knowledge of statistics and experience using statistical packages for analyzing datasets (excel, spss, sas etc)

• strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• adept at queries, report writing and presenting findings

• master's in computer science or engineering management or project management or information systems/technology (preferred)

powered by jazzhr

lbdnkqw1lg",5.0,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
"Assistant Vice President, Anti Financial Crime Data Quality Analyst",$40K-$72K (Glassdoor est.),"job description

job description:

db usa core corporation seeks an assistant vice president, anti financial crime data quality analyst in jacksonville, fl to support the afc t & r data team with the afc americas data governance implementation by assisting in the management of project dashboards, project plans, and communication to stakeholders of project status. requires a: bachelor's degree in business administration, finance, or related field, or equivalent and two (2) years of experience coordinating complex initiatives in the financial services industry within the area of afc compliance in corporate investment banking. prior experience must include two (2) years of experience assessing the efficiency and effectiveness of systems within global transaction banking; developing, implementing, maintaining and enhancing the anti-money laundering policies, procedures, systems and controls to ensure comprehensive customer identification, customer due diligence, and suspicious activity monitoring and reporting; identifying, analyzing, and evaluating quality issues of anti-money laundering systems; establishing kpis metrics and compiling management information reports to conduct data driven analysis and make recommendations; identifying insufficiencies of afc compliance controls in place, defining proper solutions and deliverables, and recommending changes and transparency to the complexity of internal controls; in executing duties, utilizing anti-money laundering systems and data and compliance intelligence tools including sharepoint, tableau, skype for business, and functions including pivot tables, macro, vlookup, count if, and match. #dni

our values define the working environment we strive to create - diverse, supportive and welcoming of different views. we embrace a culture reflecting a variety of perspectives, insights and backgrounds to drive innovation. we build talented and diverse teams to drive business results and encourage our people to develop to their full potential. talk to us about flexible work arrangements and other initiatives we offer.

we promote good working relationships and encourage high standards of conduct and work performance. we welcome applications from talented people from all cultures, countries, races, genders, sexual orientations, disabilities, beliefs and generations and are committed to providing a working environment free from harassment, discrimination and retaliation.

click to find out more about our diversity and inclusion policy and initiatives.

we are an equal opportunity employer - veterans/disabled and other protected categories. click these links to view the following notices: eeo is the law poster and supplement; employee rights and responsibilities under the family and medical leave act; employee polygraph protection act and pay transparency nondiscrimination provision.
deutsche bank is an equal opportunity employer - veterans/disabled and other protected categories.",3.5,"Deutsche Bank
3.5","Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,40.0,72.0,56.0,0,0,0,1,0,Unspecified,Non-Remote
Data Analyst Junior,$40K-$72K (Glassdoor est.),"job description
job description
interpret data, analyze results using statistical techniques and provide ongoing reports
develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
acquire data from primary or secondary data sources and maintain databases/data systems
identify, analyze, and interpret trends or patterns in complex data sets
filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
work with management to prioritize business and information needs
locate and define new process improvement opportunities
requirements
proven work experience as a data analyst or business data analyst
technical expertise regarding data models, database design development, data mining, and segmentation techniques
strong knowledge of and experience with reporting packages (business objects etc), databases (sql, etc), programming (xml, javascript, or etl frameworks)
knowledge of statistics and experience using statistical packages for analyzing datasets (excel, spss, sas, etc)
strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
adept at queries, report writing and presenting findings
master's in computer science or engineering management or project management or information systems/technology (preferred)
powered by jazzhr

wuvnbu8ke6",5.0,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.0,72.0,56.0,0,1,0,0,0,Unspecified,Non-Remote
CDHP - Data Analyst Team Lead,$40K-$72K (Glassdoor est.),"job description
job title: data analyst team lead

department: consumer driven health plans

position description:

this position is responsible for overseeing the eligibility team for processing and proper filing of all eligibility data. this includes enrollments, terminations, and changes in status that are received by email and edi files sent via sftp. this position is also responsible for the setup of all new edi file feeds, monitoring and tracking all scheduled edi file feeds that are expected to come in weekly, notifying the appropriate vendors when the files are not received or if corrections/updates need to be made to the file, proper coordination within the department of open enrollment files vs. change files, and implement, track, and monitor auditing processes for ongoing and open enrollment files. further, this position is responsible for identifying ways to improve the edi process to more efficiently manage all facets of the file feed integrations to capture all necessary data. the edi file specs are in a proprietary format designed by our software partner.

skills required:
experience with file feeds terminology
experience with different file formats (xml, csv, tab, common delimited)
ability to decipher and process xml files
experience with reading and creating file specification templates
experience with file editors (notepad++, etc.)
knowledge of complex excel comparative formulas required
experience with file editing software
experience with proprietary file layout specification/templates
ability to learn proprietary file layouts from third party vendors
organizational and prioritization skills
outlook experience required
time management skills
ability to work independently with minimal oversight
ability to effectively communicate verbally and written with vendors and clients on file related information


tasks:
oversee eligibility team to ensure all eligibility is processed and saved in the appropriate files, timeframes are being met, processes are followed, and proactively identifying potential issues
setup, update, modify new and existing edi file feeds
facilitate the process for updating existing file feeds, as needed
work with xml file feeds from employee navigator
conduct meetings with vendors and clients to ensure accuracy of file feeds
track and monitor or facilitate eligibility audits for both ongoing and open enrollment files
process incoming eligibility data, as needed, including enrollments, re-hires, terminations & changes in status. these documents may be received via email and sftp
follow all medcom policies as they relate to privacy and security
work overtime as requested
perform other duties as assigned by management
update and use crm to log eligibility related data.
work with other departments to effectively communicate file feed information across mutual clients.
other duties are required by management.",-1.0,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.0,72.0,56.0,0,0,0,0,0,Unspecified,Non-Remote
Power BI Data Analyst,$40K-$72K (Glassdoor est.),"** please provide cover letter, resume, and visual example(s) of past project(s) demonstrating knowledge of power bi. also include references**

background check required

*******must be a us citizen*******

lefta systems has been working to build better software for law enforcement agencies and their employees for over 10 years. due to the current climate, things are moving fast and so are we. lefta systems now offers a complete suite of products to accommodate all of an agency’s internal documentation processes. this is a very exciting time to join the company and be a part of our explosive growth and on the forefront of current events in law enforcement.

lefta systems is looking for an experienced power bi analyst to create and maintain custom built business intelligence reports and dashboards by harnessing data from software applications our law enforcement clients use. you will be responsible for designing, developing, implementing, and supporting business analytical and reporting needs.

the ideal candidate must be able to work with multiple teams and business units simultaneously and thrive in a fast paced, dynamic environment. you must be able to demonstrate the eagerness and ability to learn and must work well in a remote environment. candidates must be friendly and outgoing with clients, willing to solve problems, and take on responsibility. the person chosen will be trained to have thorough knowledge of all company software applications, a necessary requirement for success in this position. the data analyst will report directly to the chief information officer.

qualifications:

- bachelors degree in computer science or related field

- minimum of 5 years overall it experience

- minimum of 5 years of sql server experience

- extensive experience with power bi

- broad exposure in the new techniques in agile data warehousing and data integration technologies

- skilled in interpreting, extrapolating, and interpolating data for statistical research and modeling

- skilled in analyzing statistics and reports to determine business performance and trends

- advanced database and presentation software skills

- experience and successful track record in project management from requirements gathering to deployment and user training

- strong conceptual and analytical skills: sql, problem solving, performance tuning, and test case analysis

- technical expertise in distributed system architecture, design, and development

- adept at queries, report writing, and presenting findings

- able to communicate effectively with all levels of management in a clear and professional manner, both verbally and in writing, and possess superior people management and leadership skills

- strong decision making and technical design skills

- ability to collaborate effectively and work as part of a team

- ability to multitask

job type: full-time

benefits:
dental insurance
health insurance
paid time off
retirement plan
vision insurance
schedule:
day shift
monday to friday
experience:
power bi: 3 years (required)
overall it: 5 years (required)
sql server: 5 years (required)
education:
bachelor's (required)
location:
jacksonville, fl (required)
work authorization:
united states (required)
application question:
are you a us citizen?
work location:
fully remote
company's website:
https://leftasystems.org/
benefit conditions:
waiting period may apply
only full-time employees eligible
work remotely:
yes",-1.0,LEFTA Systems,"Jacksonville, FL",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.0,72.0,56.0,0,1,1,0,1,Remote,Remote
